state,year,crashType,bus,heavyRigid,articulated,speedLimit,roadUser,gender,age
WA,2019,Multiple,No,No,No,70,Motorcycle,Male,56
NSW,2019,Single,No,No,No,80,Driver,Male,76
NSW,2019,Single,No,No,No,100,Driver,Male,59
NSW,2019,Single,No,No,No,60,Pedestrian,Male,88
Tas,2019,Multiple,No,No,No,80,Motorcycle,Male,24
Qld,2019,Multiple,No,No,No,50,Pedestrian,Male,25
NSW,2019,Single,No,No,No,80,Driver,Male,45
WA,2019,Multiple,No,No,Yes,110,Driver,Male,65
NSW,2019,Multiple,No,Yes,No,80,Motorcycle,Male,34
NSW,2019,Single,No,No,No,100,Driver,Male,85
SA,2019,Single,No,No,No,60,Pedestrian,Female,15
WA,2019,Multiple,No,No,Yes,70,Driver,Male,20
Qld,2019,Multiple,No,No,Yes,100,Passenger,Female,37
NSW,2019,Multiple,No,No,No,100,Driver,Male,90
ACT,2019,Single,No,No,No,40,Pedestrian,Male,91
Vic,2019,Single,No,No,No,50,Pedestrian,Male,20
WA,2019,Single,No,No,No,40,Passenger,Female,89
Vic,2019,Single,No,No,No,60,Pedestrian,Male,95
Vic,2019,Single,Yes,No,No,70,Pedestrian,Male,62
SA,2019,Multiple,No,No,No,50,Pedestrian,Male,44
Vic,2019,Single,No,No,No,100,Pedestrian,Male,39
Tas,2019,Multiple,No,No,No,100,Pedestrian,Male,56
NSW,2019,Multiple,No,No,No,100,Driver,Male,75
Vic,2019,Single,No,Yes,No,50,Pedestrian,Female,87
SA,2019,Single,No,No,No,100,Driver,Male,82
Qld,2019,Single,No,No,No,100,Driver,Male,24
NSW,2019,Single,No,No,No,100,Passenger,Male,41
Qld,2019,Multiple,No,No,No,50,Driver,Male,90
WA,2019,Single,No,No,No,110,Passenger,Male,63
Vic,2019,Single,No,No,No,60,Pedestrian,Male,68
Qld,2019,Multiple,No,No,No,100,Driver,Female,63
WA,2019,Single,No,No,No,60,Passenger,Female,40
NSW,2019,Multiple,No,No,No,90,Motorcycle,Male,62
Vic,2019,Single,No,No,No,80,Pedestrian,Female,45
Qld,2019,Single,No,No,No,80,Motorcycle,Male,32
NSW,2019,Single,No,Yes,No,50,Passenger,Male,41
WA,2019,Single,No,No,No,110,Driver,Male,41
Vic,2019,Multiple,No,Yes,No,80,Passenger,Male,86
Qld,2019,Single,No,No,No,70,Motorcycle,Male,23
Qld,2019,Multiple,No,No,No,100,Driver,Male,86
Vic,2019,Single,No,No,Yes,100,Driver,Male,63
Qld,2019,Single,No,No,No,100,Passenger,Female,23
Vic,2019,Multiple,No,No,No,70,Motorcycle,Male,47
Vic,2019,Single,No,No,No,100,Driver,Male,42
Qld,2019,Multiple,No,No,No,50,Motorcycle,Male,43
Qld,2019,Multiple,No,No,No,100,Driver,Female,69
WA,2019,Single,No,No,No,70,Driver,Male,47
Vic,2019,Single,No,No,No,80,Pedestrian,Male,41
Tas,2019,Multiple,No,No,Yes,100,Driver,Male,43
SA,2019,Single,No,No,No,50,Pedestrian,Male,20
Qld,2019,Single,No,No,No,100,Driver,Male,20
Vic,2019,Multiple,No,Yes,No,80,Passenger,Female,85
Vic,2019,Multiple,No,No,No,110,Driver,Female,77
Vic,2019,Multiple,Yes,No,No,80,Driver,Female,75
Qld,2019,Single,No,Yes,No,60,Driver,Male,31
SA,2019,Single,No,No,No,50,Pedestrian,Female,78
SA,2019,Single,No,No,No,80,Driver,Female,56
NSW,2019,Single,No,No,No,60,Pedestrian,Female,73
Vic,2019,Single,No,No,No,70,Driver,Male,29
Qld,2019,Multiple,No,No,Yes,100,Driver,Male,62
SA,2019,Multiple,No,No,No,80,Motorcycle,Male,25
NT,2019,Single,No,No,No,80,Driver,Female,42
NSW,2019,Single,No,No,No,100,Driver,Male,66
WA,2019,Single,No,Yes,No,110,Pedestrian,Male,46
Vic,2019,Single,No,No,No,50,Driver,Male,49
NSW,2019,Single,No,No,No,100,Passenger,Male,20
Vic,2019,Multiple,No,No,No,60,Driver,Male,88
Vic,2019,Single,No,No,No,60,Pedestrian,Male,78
Vic,2019,Multiple,No,No,No,100,Driver,Female,56
WA,2019,Single,No,No,No,40,Passenger,Female,68
Vic,2019,Single,No,No,No,80,Driver,Male,22
Qld,2019,Single,No,No,No,100,Passenger,Female,20
NSW,2019,Single,No,No,No,100,Driver,Male,75
Vic,2019,Single,No,No,No,80,Motorcycle,Male,58
NSW,2019,Multiple,No,Yes,Yes,110,Driver,Male,46
NSW,2019,Multiple,No,No,No,50,Other,Male,66
NSW,2019,Multiple,No,Yes,No,50,Pedestrian,Female,83
SA,2019,Single,No,No,No,100,Driver,Male,32
Vic,2019,Single,No,No,No,50,Pedestrian,Female,80
Qld,2019,Multiple,No,No,No,60,Motorcycle,Male,32
SA,2019,Single,No,No,No,110,Driver,Female,17
SA,2019,Multiple,No,No,Yes,110,Driver,Male,74
Vic,2019,Multiple,No,No,No,60,Motorcycle,Male,31
NSW,2019,Single,No,No,No,60,Pedestrian,Female,81
WA,2019,Single,No,No,No,60,Motorcycle,Male,26
Vic,2019,Multiple,No,No,No,100,Driver,Male,73
Vic,2019,Single,No,No,No,60,Passenger,Male,21
Qld,2019,Multiple,No,No,No,100,Passenger,Male,74
Qld,2019,Single,No,No,No,100,Driver,Male,78
WA,2019,Multiple,No,No,No,60,Driver,Male,91
NSW,2019,Single,No,Yes,No,90,Passenger,Male,27
Vic,2019,Multiple,No,No,No,100,Passenger,Female,73
Vic,2019,Single,No,No,Yes,100,Driver,Male,59
Tas,2019,Multiple,No,No,No,110,Driver,Male,75
SA,2019,Single,No,No,No,110,Driver,Male,23
NSW,2019,Multiple,No,Yes,No,50,Pedestrian,Male,69
NSW,2019,Multiple,No,Yes,No,80,Driver,Male,36
Vic,2019,Single,No,No,No,60,Passenger,Female,79
WA,2019,Single,No,No,No,110,Driver,Female,18
Qld,2019,Multiple,No,No,No,60,Driver,Male,23
Qld,2019,Single,No,No,No,80,Driver,Male,20
Qld,2019,Single,No,No,No,110,Driver,Male,28
NSW,2019,Multiple,No,No,No,60,Passenger,Male,21
NSW,2019,Single,No,No,No,100,Passenger,Female,64
Vic,2019,Multiple,No,No,No,100,Other,Male,19
NSW,2019,Multiple,No,No,No,60,Driver,Female,50
NSW,2019,Multiple,No,No,Yes,70,Passenger,Male,27
SA,2019,Single,No,No,No,100,Motorcycle,Male,59
Vic,2019,Single,No,No,No,100,Driver,Male,19
Vic,2019,Multiple,No,Yes,No,100,Passenger,Male,15
Vic,2019,Multiple,No,No,No,60,Motorcycle,Male,26
WA,2019,Multiple,No,Yes,No,110,Driver,Male,58
Qld,2019,Single,No,No,No,60,Motorcycle,Male,49
SA,2019,Single,No,No,No,100,Passenger,Male,18
WA,2019,Single,No,No,No,60,Motorcycle,Male,30
Qld,2019,Multiple,No,No,No,70,Passenger,Male,14
NT,2019,Multiple,No,No,No,100,Passenger,Male,21
NT,2019,Multiple,No,No,No,100,Passenger,Male,7
Qld,2019,Single,No,No,No,100,Driver,Female,30
NSW,2019,Single,No,No,No,50,Driver,Male,57
NSW,2019,Multiple,No,No,No,100,Driver,Male,64
Vic,2019,Single,No,No,No,50,Motorcycle,Male,28
SA,2019,Multiple,No,No,No,100,Driver,Male,30
Vic,2019,Multiple,No,No,No,100,Driver,Male,19
Vic,2019,Multiple,No,No,No,100,Passenger,Female,25
Vic,2019,Multiple,No,No,No,80,Driver,Male,22
Vic,2019,Multiple,No,No,No,80,Passenger,Female,18
NSW,2019,Single,No,No,No,100,Motorcycle,Male,53
SA,2019,Multiple,No,No,Yes,110,Driver,Male,23
NSW,2019,Multiple,Yes,No,No,80,Passenger,Female,19
SA,2019,Single,No,No,No,50,Driver,Female,92
Vic,2019,Single,No,No,No,50,Passenger,Male,17
NSW,2019,Multiple,No,No,Yes,110,Driver,Male,56
NSW,2019,Multiple,No,No,No,110,Passenger,Male,29
WA,2019,Multiple,No,No,No,110,Motorcycle,Male,58
NSW,2019,Multiple,No,No,No,110,Driver,Male,35
WA,2019,Single,No,No,No,110,Driver,Male,23
WA,2019,Single,No,No,No,80,Driver,Male,38
Qld,2019,Multiple,No,No,No,60,Driver,Female,26
Vic,2019,Single,No,No,No,60,Passenger,Male,27
WA,2019,Single,No,No,No,110,Driver,Male,23
NSW,2019,Multiple,No,No,No,80,Driver,Female,21
Vic,2019,Multiple,No,No,No,60,Motorcycle,Male,26
WA,2019,Single,No,No,No,110,Driver,Male,50
NSW,2019,Single,No,No,No,60,Motorcycle,Male,21
NSW,2019,Multiple,No,No,No,100,Driver,Male,57
Vic,2019,Single,No,Yes,No,100,Driver,Male,36
SA,2019,Single,No,No,No,100,Driver,Female,47
Qld,2019,Multiple,No,No,No,80,Motorcycle,Male,27
WA,2019,Single,No,No,No,60,Driver,Male,26
WA,2019,Multiple,No,No,No,60,Motorcycle,Male,63
Qld,2019,Single,No,No,No,50,Driver,Male,20
Qld,2019,Single,No,No,No,80,Driver,Male,20
SA,2019,Single,No,No,No,60,Motorcycle,Male,37
Vic,2019,Multiple,No,No,Yes,60,Driver,Male,50
Tas,2019,Single,No,No,No,100,Passenger,Male,18
Vic,2019,Single,No,No,No,50,Passenger,Male,19
Qld,2019,Multiple,No,No,No,60,Motorcycle,Male,26
NT,2019,Single,No,No,No,100,Driver,Male,27
NSW,2019,Multiple,No,No,No,100,Driver,Male,43
Vic,2019,Single,No,No,No,80,Pedestrian,Male,29
Vic,2019,Multiple,No,No,No,100,Driver,Female,75
SA,2019,Multiple,No,No,No,110,Other,Male,66
WA,2019,Single,No,No,No,100,Passenger,Female,48
Tas,2019,Single,No,No,No,50,Pedestrian,Female,81
Qld,2019,Single,No,No,No,100,Passenger,Female,28
NT,2019,Single,No,No,No,100,Pedestrian,Female,31
Vic,2019,Multiple,No,No,No,60,Driver,Male,51
Vic,2019,Multiple,No,No,No,100,Passenger,Female,70
NSW,2019,Multiple,No,No,No,110,Driver,Male,23
Qld,2019,Multiple,No,No,No,60,Passenger,Female,72
WA,2019,Single,No,No,No,110,Driver,Male,20
WA,2019,Single,No,No,No,50,Passenger,Male,26
Vic,2019,Multiple,No,No,No,60,Other,Male,30
NSW,2019,Multiple,No,No,No,70,Passenger,Male,92
Vic,2019,Multiple,No,No,No,60,Motorcycle,Male,24
NSW,2019,Single,No,No,No,100,Driver,Male,39
Vic,2019,Multiple,No,No,No,100,Passenger,Female,5
SA,2019,Multiple,No,No,Yes,110,Driver,Male,31
SA,2019,Multiple,No,No,Yes,110,Driver,Male,56
NSW,2019,Multiple,No,Yes,No,100,Driver,Female,25
Vic,2019,Multiple,No,No,No,90,Driver,Male,54
WA,2019,Single,No,No,No,110,Driver,Male,46
NSW,2019,Single,No,No,No,80,Driver,Male,21
NSW,2019,Single,No,No,No,60,Pedestrian,Male,89
NSW,2019,Multiple,No,Yes,No,80,Driver,Male,56
NSW,2019,Multiple,No,Yes,No,100,Driver,Male,75
Qld,2019,Multiple,No,No,No,100,Driver,Male,47
NSW,2019,Multiple,No,No,No,100,Driver,Male,80
Vic,2019,Single,No,Yes,No,100,Driver,Male,45
NSW,2019,Multiple,No,No,No,60,Driver,Male,90
Qld,2019,Single,No,Yes,No,100,Driver,Male,21
NSW,2019,Multiple,No,Yes,No,100,Passenger,Male,78
Vic,2019,Single,No,No,Yes,100,Driver,Male,53
Qld,2019,Single,No,No,No,100,Pedestrian,Male,23
NSW,2019,Single,No,No,No,100,Passenger,Male,18
Vic,2019,Single,No,No,No,60,Pedestrian,Male,91
Qld,2019,Single,No,No,No,100,Motorcycle,Male,48
WA,2019,Single,No,No,No,100,Pedestrian,Female,19
Vic,2019,Single,No,No,No,90,Driver,Male,38
SA,2019,Multiple,No,No,Yes,110,Driver,Male,86
NSW,2019,Single,No,No,No,80,Motorcycle,Male,46
Vic,2019,Single,No,No,No,60,Pedestrian,Female,86
Qld,2019,Multiple,No,No,Yes,100,Driver,Male,77
Tas,2019,Single,No,No,No,50,Driver,Female,76
SA,2019,Multiple,No,No,Yes,110,Driver,Male,36
Vic,2019,Single,No,Yes,No,100,Pedestrian,Male,56
Vic,2019,Single,No,No,No,100,Driver,Female,89
Vic,2019,Single,No,No,No,100,Passenger,Male,55
Vic,2019,Single,No,No,No,80,Pedestrian,Male,43
NSW,2019,Multiple,No,No,No,50,Pedestrian,Female,62
NSW,2019,Single,No,No,No,50,Pedestrian,Male,80
SA,2019,Multiple,No,No,Yes,110,Driver,Male,35
NSW,2019,Single,No,No,No,60,Pedestrian,Female,31
NSW,2019,Multiple,No,No,No,80,Pedestrian,Male,72
WA,2019,Multiple,No,No,No,50,Motorcycle,Male,40
Qld,2019,Multiple,No,No,Yes,100,Passenger,Female,69
Vic,2019,Single,No,No,No,100,Driver,Male,82
NSW,2019,Multiple,No,Yes,No,60,Driver,Male,67
NT,2019,Single,No,No,No,80,Pedestrian,Male,36
NSW,2019,Single,No,No,No,60,Pedestrian,Male,25
SA,2019,Single,No,No,No,40,Driver,Male,90
Qld,2019,Single,No,No,No,60,Pedestrian,Male,78
NSW,2019,Single,No,No,No,100,Passenger,Male,21
NSW,2019,Multiple,No,No,No,60,Driver,Female,66
NSW,2019,Single,No,No,No,100,Driver,Male,25
Vic,2019,Single,No,No,No,60,Pedestrian,Male,86
NSW,2019,Single,No,No,Yes,110,Driver,Male,56
NSW,2019,Single,No,No,No,40,Pedestrian,Male,61
Vic,2019,Multiple,No,No,No,100,Driver,Male,78
NSW,2019,Single,No,No,No,50,Driver,Female,78
Vic,2019,Multiple,No,No,No,100,Driver,Male,65
NSW,2019,Multiple,No,No,Yes,110,Driver,Male,86
WA,2019,Single,No,No,No,110,Motorcycle,Male,19
WA,2019,Single,No,No,No,60,Passenger,Male,71
Vic,2019,Multiple,No,No,No,50,Driver,Male,53
NSW,2019,Single,No,No,No,110,Driver,Male,22
Qld,2019,Multiple,No,Yes,No,100,Driver,Male,47
Qld,2019,Single,No,Yes,No,80,Pedestrian,Female,49
Qld,2019,Multiple,No,Yes,No,100,Driver,Female,48
NSW,2019,Single,No,Yes,No,40,Pedestrian,Female,56
NSW,2019,Single,No,No,No,100,Motorcycle,Male,57
NSW,2019,Single,No,No,No,100,Motorcycle,Male,73
NSW,2019,Multiple,No,No,Yes,60,Other,Male,62
NSW,2019,Single,No,No,No,50,Driver,Female,86
NSW,2019,Multiple,No,No,No,100,Motorcycle,Male,50
NSW,2019,Single,No,No,No,50,Pedestrian,Male,47
NSW,2019,Single,No,No,No,110,Driver,Male,47
SA,2019,Multiple,No,No,Yes,110,Driver,Female,41
Vic,2019,Multiple,No,No,No,60,Motorcycle,Male,63
NSW,2019,Multiple,No,No,No,80,Driver,Female,77
Qld,2019,Single,No,No,No,60,Driver,Female,38
NSW,2019,Single,No,No,No,50,Passenger,Male,80
WA,2019,Multiple,No,No,No,60,Motorcycle,Male,57
Vic,2019,Single,No,No,No,60,Pedestrian,Female,24
SA,2019,Single,No,No,Yes,110,Driver,Male,47
Tas,2019,Single,No,No,Yes,100,Driver,Male,72
NSW,2019,Multiple,No,No,Yes,110,Driver,Male,63
Vic,2019,Multiple,No,No,No,50,Passenger,Female,90
Qld,2019,Single,No,No,No,100,Passenger,Male,79
Qld,2019,Multiple,No,No,No,90,Driver,Female,70
NSW,2019,Multiple,No,No,No,60,Passenger,Female,62
SA,2019,Multiple,No,No,No,110,Driver,Male,81
SA,2019,Single,No,No,No,110,Passenger,Female,60
Qld,2019,Single,No,No,No,60,Pedestrian,Female,89
NSW,2019,Single,No,No,Yes,110,Driver,Male,64
SA,2019,Single,Yes,No,No,60,Pedestrian,Male,40
NSW,2019,Multiple,No,Yes,No,100,Driver,Male,60
NSW,2019,Multiple,No,No,No,80,Motorcycle,Male,73
NT,2019,Single,No,No,No,100,Driver,Male,35
SA,2019,Single,No,No,No,100,Motorcycle,Male,55
Vic,2019,Multiple,No,Yes,No,100,Driver,Male,55
NSW,2019,Single,No,No,No,100,Motorcycle,Male,59
NSW,2019,Single,No,No,No,100,Driver,Male,67
NSW,2019,Single,No,No,No,60,Pedestrian,Male,71
SA,2019,Multiple,No,No,No,80,Driver,Female,50
NSW,2019,Single,No,No,No,60,Pedestrian,Male,43
NSW,2019,Single,No,No,No,110,Passenger,Male,18
Vic,2019,Single,No,No,No,100,Driver,Male,31
Qld,2019,Single,No,No,No,100,Passenger,Female,4
NSW,2019,Multiple,No,Yes,No,100,Passenger,Female,66
Vic,2019,Multiple,No,No,No,100,Other,Male,59
SA,2019,Single,No,No,No,60,Pedestrian,Female,47
NSW,2019,Multiple,No,No,No,100,Motorcycle,Male,59
SA,2019,Single,No,No,No,110,Motorcycle,Male,70
Vic,2019,Single,No,No,No,100,Passenger,Male,36
NSW,2019,Single,No,No,No,50,Driver,Female,84
NSW,2019,Multiple,No,No,No,100,Motorcycle,Male,57
Tas,2019,Multiple,No,No,No,100,Passenger,Female,75
NSW,2019,Multiple,No,Yes,No,60,Other,Female,21
Qld,2019,Single,No,No,No,100,Passenger,Male,6
Vic,2019,Single,No,No,No,100,Passenger,Male,31
Qld,2019,Single,No,No,No,110,Passenger,Female,24
Qld,2019,Multiple,No,No,No,70,Driver,Male,47
Qld,2019,Multiple,No,No,No,70,Driver,Female,37
WA,2019,Multiple,No,No,No,110,Motorcycle,Male,64
SA,2019,Multiple,No,No,No,100,Motorcycle,Male,30
Qld,2019,Multiple,No,No,Yes,100,Driver,Male,32
Qld,2019,Single,No,No,No,100,Passenger,Male,18
Vic,2019,Multiple,No,No,Yes,100,Driver,Female,68
Qld,2019,Single,No,No,No,100,Passenger,Male,18
NSW,2019,Single,No,No,No,80,Driver,Male,51
Qld,2019,Multiple,No,No,No,100,Passenger,Female,9
NSW,2019,Multiple,No,No,No,80,Motorcycle,Male,48
Qld,2019,Single,No,No,No,100,Passenger,Male,19
Tas,2019,Single,No,No,No,60,Motorcycle,Male,17
NSW,2019,Multiple,No,No,No,60,Passenger,Male,12
Qld,2019,Multiple,No,No,No,60,Motorcycle,Male,16
WA,2019,Single,No,No,No,90,Passenger,Male,25
WA,2019,Multiple,No,No,No,90,Motorcycle,Male,48
Vic,2019,Single,No,No,No,80,Driver,Female,15
NSW,2019,Multiple,No,No,No,100,Driver,Female,35
Vic,2019,Single,No,No,No,100,Motorcycle,Male,42
WA,2019,Single,No,No,No,60,Driver,Male,40
Vic,2019,Single,No,No,Yes,100,Driver,Male,53
Qld,2019,Multiple,No,No,Yes,100,Driver,Male,28
Qld,2019,Single,No,No,No,80,Driver,Male,30
NSW,2019,Multiple,No,No,No,80,Motorcycle,Male,44
WA,2019,Single,No,No,No,110,Driver,Male,39
Qld,2019,Multiple,No,No,Yes,80,Motorcycle,Male,27
SA,2019,Multiple,No,No,Yes,90,Driver,Female,45
WA,2019,Multiple,No,No,No,80,Passenger,Female,33
NSW,2019,Single,No,No,No,100,Driver,Male,53
Vic,2019,Multiple,No,No,No,60,Other,Female,50
Vic,2019,Single,No,No,No,50,Passenger,Male,20
Vic,2019,Single,No,No,No,100,Motorcycle,Male,49
NSW,2019,Single,No,No,No,100,Motorcycle,Male,30
SA,2019,Multiple,No,No,No,110,Driver,Male,60
WA,2019,Single,No,No,No,110,Driver,Male,52
NSW,2019,Single,No,No,Yes,100,Driver,Male,43
WA,2019,Multiple,No,No,No,60,Motorcycle,Male,29
SA,2019,Multiple,No,No,No,110,Passenger,Female,49
Qld,2019,Single,No,No,No,100,Driver,Male,19
Qld,2019,Multiple,No,Yes,No,60,Motorcycle,Female,46
Vic,2019,Single,No,No,No,100,Driver,Male,33
WA,2019,Single,No,No,No,110,Driver,Male,56
Tas,2019,Multiple,No,No,No,100,Driver,Female,36
Vic,2019,Single,No,No,No,80,Driver,Male,45
Vic,2019,Single,No,No,No,100,Driver,Male,25
NSW,2019,Single,No,No,No,60,Driver,Female,47
NSW,2019,Single,No,No,No,50,Motorcycle,Male,60
Qld,2019,Multiple,No,Yes,No,100,Motorcycle,Female,49
Vic,2019,Multiple,No,No,No,80,Passenger,Female,17
SA,2019,Single,No,No,No,80,Motorcycle,Male,24
Vic,2019,Multiple,No,No,No,100,Driver,Male,34
SA,2019,Single,No,No,No,40,Motorcycle,Male,46
Tas,2019,Multiple,No,Yes,No,110,Driver,Female,27
NSW,2019,Single,No,No,No,110,Driver,Male,64
Vic,2019,Multiple,No,No,No,50,Motorcycle,Male,26
WA,2019,Single,No,No,No,110,Driver,Female,62
Qld,2019,Multiple,No,No,No,60,Other,Male,49
WA,2019,Single,No,No,No,90,Driver,Male,30
Vic,2019,Multiple,No,Yes,No,50,Driver,Male,31
Tas,2019,Single,No,No,No,80,Driver,Male,31
Vic,2019,Multiple,No,No,No,60,Motorcycle,Male,24
WA,2019,Single,No,No,No,100,Driver,Male,19
Vic,2019,Multiple,No,No,Yes,80,Other,Male,18
WA,2019,Multiple,No,No,No,80,Motorcycle,Male,24
NSW,2019,Multiple,No,No,No,100,Driver,Female,44
Vic,2019,Single,No,No,No,50,Pedestrian,Female,81
WA,2019,Single,No,No,No,110,Motorcycle,Male,47
NSW,2019,Single,No,No,No,60,Pedestrian,Female,74
NSW,2019,Multiple,No,No,No,60,Other,Male,75
NSW,2019,Multiple,No,Yes,No,100,Driver,Male,80
WA,2019,Single,No,No,No,110,Motorcycle,Male,25
NSW,2019,Single,No,No,No,100,Motorcycle,Male,47
WA,2019,Single,No,No,No,80,Driver,Female,43
Qld,2019,Multiple,No,No,Yes,100,Driver,Male,28
WA,2019,Single,No,No,No,110,Driver,Male,55
Qld,2019,Multiple,No,No,No,60,Motorcycle,Male,44
Vic,2019,Single,No,No,No,100,Motorcycle,Male,68
Qld,2019,Multiple,No,No,No,80,Driver,Male,81
NSW,2019,Multiple,No,Yes,No,100,Passenger,Female,80
NSW,2019,Single,No,No,No,100,Motorcycle,Male,32
Vic,2019,Single,No,No,No,60,Pedestrian,Male,81
NSW,2019,Single,No,No,No,80,Driver,Male,69
NSW,2019,Single,No,No,No,60,Pedestrian,Male,76
NSW,2019,Single,No,No,No,50,Other,Male,51
Vic,2019,Single,No,No,No,80,Pedestrian,Male,24
Vic,2019,Single,No,No,No,100,Driver,Male,40
Vic,2019,Multiple,No,No,Yes,100,Motorcycle,Male,24
NSW,2019,Multiple,No,No,Yes,100,Driver,Male,39
Vic,2019,Single,No,No,No,100,Driver,Male,87
NSW,2019,Multiple,No,No,No,80,Passenger,Male,51
Qld,2019,Single,No,No,No,100,Driver,Male,32
Qld,2019,Single,No,No,No,50,Driver,Male,61
Vic,2019,Multiple,No,No,No,70,Motorcycle,Male,28
Vic,2019,Multiple,No,Yes,No,100,Other,Male,15
Tas,2019,Single,No,No,No,80,Motorcycle,Male,83
Vic,2019,Multiple,No,No,No,100,Motorcycle,Male,57
Qld,2019,Single,No,No,No,50,Pedestrian,Male,6
WA,2019,Single,No,No,No,50,Pedestrian,Male,74
NSW,2019,Single,No,No,No,60,Passenger,Female,10
Vic,2019,Single,No,No,No,100,Passenger,Female,86
NSW,2019,Multiple,No,No,No,100,Motorcycle,Male,23
WA,2019,Single,No,No,No,60,Pedestrian,Female,84
NSW,2019,Single,No,No,No,50,Driver,Male,19
Vic,2019,Single,No,No,No,60,Pedestrian,Male,27
Vic,2019,Multiple,No,No,Yes,100,Driver,Female,27
Vic,2019,Multiple,No,No,No,100,Driver,Female,63
WA,2019,Single,No,No,No,90,Motorcycle,Male,41
NSW,2019,Multiple,No,No,No,70,Pedestrian,Male,69
WA,2019,Single,No,No,No,110,Driver,Male,58
NT,2019,Single,No,No,No,80,Pedestrian,Male,35
Vic,2019,Multiple,No,No,No,100,Motorcycle,Male,61
NSW,2019,Single,No,No,No,100,Driver,Male,35
Vic,2019,Multiple,No,No,No,80,Driver,Female,89
SA,2019,Single,No,No,No,110,Pedestrian,Male,67
NSW,2019,Multiple,No,No,No,80,Passenger,Female,23
NSW,2019,Single,Yes,No,No,70,Pedestrian,Male,62
NSW,2019,Single,No,No,Yes,110,Driver,Male,39
Qld,2019,Single,No,No,No,60,Pedestrian,Female,87
Qld,2019,Multiple,No,No,No,100,Motorcycle,Male,57
NSW,2019,Single,No,No,No,50,Pedestrian,Male,86
Vic,2019,Multiple,No,No,No,100,Driver,Female,61
Vic,2019,Multiple,No,No,No,110,Driver,Male,84
Vic,2019,Single,No,No,No,100,Driver,Female,49
Vic,2019,Single,No,Yes,No,50,Pedestrian,Male,86
Vic,2019,Multiple,No,No,Yes,100,Driver,Female,34
NSW,2019,Multiple,No,Yes,No,110,Other,Male,49
NSW,2019,Single,Yes,No,No,60,Pedestrian,Male,70
NSW,2019,Single,No,No,No,110,Driver,Male,70
Vic,2019,Multiple,No,No,No,80,Driver,Male,85
Vic,2019,Multiple,No,No,No,60,Driver,Male,88
WA,2019,Single,No,No,Yes,70,Pedestrian,Female,25
NSW,2019,Single,No,No,No,110,Passenger,Male,38
WA,2019,Single,No,No,No,60,Pedestrian,Female,52
NSW,2019,Single,No,No,No,100,Passenger,Male,11
SA,2019,Multiple,No,Yes,No,110,Passenger,Female,74
NSW,2019,Single,No,No,No,110,Motorcycle,Male,36
NSW,2019,Single,No,No,No,50,Driver,Female,79
Qld,2019,Single,No,No,No,80,Driver,Male,42
WA,2019,Single,No,No,No,50,Passenger,Female,83
NSW,2019,Single,No,No,No,80,Driver,Male,43
NT,2019,Single,No,No,No,50,Pedestrian,Male,38
NSW,2019,Single,No,No,No,50,Driver,Male,94
Tas,2019,Single,No,No,No,110,Pedestrian,Male,30
Qld,2019,Single,No,No,No,80,Driver,Male,59
NSW,2019,Single,No,No,No,100,Driver,Female,47
Qld,2019,Single,No,No,No,80,Driver,Male,55
Vic,2019,Multiple,No,Yes,No,80,Driver,Male,78
WA,2019,Multiple,No,No,No,100,Passenger,Male,20
Vic,2019,Multiple,No,No,No,100,Passenger,Female,77
WA,2019,Multiple,No,No,No,110,Driver,Male,41
SA,2019,Single,No,No,Yes,50,Pedestrian,Male,72
WA,2019,Single,No,Yes,No,110,Driver,Male,52
NSW,2019,Multiple,No,No,No,80,Driver,Male,63
NSW,2019,Multiple,No,Yes,No,80,Driver,Male,45
WA,2019,Single,No,No,No,50,Driver,Male,86
Qld,2019,Single,No,No,No,80,Passenger,Male,44
Vic,2019,Single,No,No,No,110,Passenger,Female,19
WA,2019,Multiple,No,No,No,100,Driver,Male,44
NSW,2019,Single,No,No,No,110,Passenger,Female,72
SA,2019,Multiple,No,No,No,70,Driver,Male,25
SA,2019,Single,No,No,No,60,Pedestrian,Female,82
NSW,2019,Multiple,No,No,No,70,Driver,Male,80
Qld,2019,Single,No,No,No,60,Motorcycle,Female,29
NSW,2019,Single,No,Yes,No,100,Driver,Male,28
WA,2019,Single,No,No,No,110,Passenger,Male,67
NSW,2019,Single,No,No,No,60,Passenger,Male,24
WA,2019,Single,No,No,Yes,50,Pedestrian,Male,93
NSW,2019,Single,No,No,No,100,Driver,Male,34
SA,2019,Single,No,No,No,60,Pedestrian,Male,71
NSW,2019,Multiple,No,No,No,100,Driver,Male,28
WA,2019,Single,No,No,No,40,Passenger,Female,75
NSW,2019,Single,No,No,No,50,Passenger,Male,54
NSW,2019,Multiple,No,No,No,60,Driver,Male,45
Vic,2019,Multiple,No,No,No,100,Motorcycle,Female,47
SA,2019,Single,No,No,No,60,Driver,Male,32
NSW,2019,Single,No,No,No,100,Driver,Female,90
SA,2019,Single,Yes,No,No,40,Pedestrian,Female,77
NT,2019,Single,No,No,No,110,Passenger,Female,30
Vic,2019,Single,No,No,Yes,80,Pedestrian,Male,20
SA,2019,Multiple,No,No,No,100,Driver,Female,52
Qld,2019,Single,No,No,No,80,Motorcycle,Male,41
Vic,2019,Single,No,No,No,50,Motorcycle,Male,62
WA,2019,Single,No,No,No,50,Pedestrian,Female,26
Vic,2019,Single,No,No,No,100,Motorcycle,Male,59
